,WFBN_INFO_1_matrix_1,WFBN_INFO_1_matrix_2,WFBN_tal_2_matrix_1,WFBN_tal_2_matrix_2,WFBN_tal_2_matrix_3,WFBN_advnet_5_matrix_1,WFBN_advnet_5_matrix_2,WFBN_advnet_5_matrix_3,Bhea_Orgres_1_matrix_1,Bhea_Orgres_1_matrix_2,Bhea_Orgres_1_matrix_3,Bhea_Orgres_1_matrix_4,Bhea_Orgres_1_matrix_5,Bhea_Opres_2_matrix_1,Bhea_Opres_2_matrix_2,Bhea_Opres_2_matrix_3,Bhea_Opres_5_matrix_1,Bhea_Opres_5_matrix_2,Bhea_Opres_5_matrix_3,Tech_rc_1_matrix_1,Tech_rc_1_matrix_2,Tech_rc_1_matrix_3,Tech_rc_2_matrix_1,Tech_rc_2_matrix_2,Adapt_main_1_matrix_1,Adapt_main_1_matrix_2,Adapt_main_1_matrix_3,Adapt_main_1_matrix_4,Mind_Creat_1_matrix_1,Mind_Creat_1_matrix_2,Mind_Creat_1_matrix_3,Mind_Trust_2_matrix_1,Mind_Trust_2_matrix_2,Mind_Trust_2_matrix_3,Mind_Hope_3_matrix_1,Mind_Hope_3_matrix_2,Mind_Hope_3_matrix_3,Mind_belon_4_matrix_1,Mind_belon_4_matrix_2,Mind_belon_4_matrix_3,Mind_belon_4_matrix_4,Mind_FO_5_matrix_1,Mind_FO_5_matrix_2,V2_Econ_Condition,Recoded_Sales
351,4.0,4.0,3.0,4.0,3.0,5.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,2.0,4.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,-1.0,-2.0
352,4.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,2.0,2.0
353,3.0,3.0,5.0,4.0,1.0,3.0,1.0,2.0,2.0,5.0,2.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,3.0,5.0,5.0,4.0,2.0,1.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,5.0,-2.0,-3.0
354,5.0,2.0,5.0,5.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,4.0,1.0,1.0,4.0,1.0,3.0,2.0,3.0,3.0,5.0,2.0,4.0,1.0,4.0,3.0,4.0,1.0,1.0,3.0,5.0,2.0,5.0,2.0,2.0,2.0,4.0,5.0,5.0,-2.0,2.0
355,4.0,3.0,4.0,2.0,1.0,2.0,4.0,4.0,5.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,-1.0,1.0
357,3.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,-1.0,1.0
358,4.0,3.0,4.0,3.0,2.0,4.0,5.0,5.0,5.0,1.0,4.0,3.0,1.0,3.0,4.0,3.0,1.0,1.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,-1.0,1.0
359,4.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,-1.0,-1.0
361,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,1.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,-1.0,1.0
362,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,1.0,5.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,-1.0,3.0
364,4.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,5.0,5.0,4.0,4.0,2.0,1.0,1.0,4.0,4.0,4.0,1.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,0.0,2.0
366,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,-1.0,0.0
367,3.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,5.0,5.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,-2.0,4.0
368,4.0,4.0,4.0,4.0,1.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,-1.0,-1.0
369,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,3.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,-1.0,4.0
370,2.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,1.0,3.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,-2.0,1.0
372,4.0,4.0,5.0,4.0,3.0,5.0,3.0,4.0,5.0,1.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,1.0,4.0
374,3.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,1.0,4.0,5.0,5.0,4.0,3.0,1.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,-1.0,0.0
376,3.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,0.0
377,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,-1.0,0.0
378,4.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,-1.0
379,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,1.0
380,1.0,1.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,1.0,3.0,1.0,1.0,5.0,2.0,2.0,3.0,1.0,2.0,5.0,2.0,1.0,2.0,1.0,5.0,2.0,5.0,5.0,4.0,1.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,4.0,4.0,-1.0,3.0
382,2.0,2.0,3.0,4.0,2.0,5.0,4.0,5.0,5.0,1.0,5.0,1.0,3.0,5.0,4.0,1.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,1.0,1.0
383,2.0,1.0,4.0,5.0,3.0,4.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,1.0,5.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,-1.0,-1.0
385,3.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
386,4.0,4.0,3.0,4.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,5.0,4.0,5.0,1.0,5.0,3.0,3.0,5.0,1.0,5.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,-1.0,-4.0
387,4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,2.0,2.0,5.0,4.0,4.0,4.0,5.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0,-1.0,2.0
390,4.0,2.0,5.0,5.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,-1.0,4.0
392,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,1.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0
393,4.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,2.0,1.0,3.0,3.0,3.0,3.0,5.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,-1.0,1.0
396,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,-2.0,-4.0
397,2.0,3.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,1.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,5.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,-1.0,-3.0
398,4.0,5.0,3.0,5.0,1.0,4.0,3.0,2.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,2.0,5.0,1.0,5.0,5.0,3.0,3.0,2.0,2.0,5.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,0.0,0.0
399,5.0,4.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,1.0,3.0,4.0,2.0,1.0,4.0,4.0,5.0,1.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,1.0,0.0
401,4.0,3.0,2.0,3.0,4.0,2.0,1.0,3.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,5.0,3.0,5.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,5.0,4.0,0.0,1.0
403,5.0,5.0,3.0,5.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,1.0,1.0
404,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,2.0,5.0,4.0,-1.0,2.0
406,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,5.0,4.0,3.0,2.0,3.0,3.0,-2.0,-3.0
407,4.0,4.0,5.0,5.0,2.0,5.0,5.0,2.0,5.0,1.0,5.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0,5.0,5.0,2.0,4.0
408,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,-1.0,-4.0
409,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,5.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0
412,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,-1.0,-3.0
413,3.0,2.0,5.0,5.0,3.0,4.0,5.0,4.0,3.0,1.0,4.0,5.0,5.0,4.0,4.0,5.0,2.0,1.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,1.0,4.0,5.0,1.0,0.0
414,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,-1.0,-3.0
418,3.0,4.0,5.0,5.0,2.0,4.0,4.0,4.0,5.0,1.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,-2.0,-4.0
420,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,-2.0,-3.0
421,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,-1.0,4.0
422,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,5.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,4.0,4.0,1.0,1.0,-2.0,-4.0
424,2.0,4.0,1.0,2.0,1.0,4.0,5.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,1.0,4.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,-1.0,3.0
425,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,2.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,-1.0,1.0
427,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,5.0,5.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,-1.0,0.0
430,3.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,-1.0,-4.0
431,2.0,4.0,5.0,5.0,1.0,5.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,5.0,2.0,2.0,1.0,1.0,5.0,3.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,1.0,-4.0
433,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,5.0,3.0,4.0,5.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,0.0,-1.0
435,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,1.0,2.0
436,2.0,2.0,4.0,4.0,1.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,2.0,4.0,3.0,2.0,5.0,5.0,5.0,4.0,2.0,3.0,-2.0,-4.0
437,3.0,3.0,3.0,5.0,2.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,1.0,4.0,2.0,2.0,4.0,4.0,5.0,4.0,2.0,4.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,2.0,1.0,5.0,5.0,-1.0,3.0
438,2.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,2.0,5.0,3.0,2.0,3.0,4.0,4.0,5.0,5.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0,-1.0,-3.0
440,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,2.0,5.0,5.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,-1.0,0.0
441,5.0,5.0,5.0,5.0,3.0,5.0,2.0,2.0,5.0,1.0,5.0,5.0,2.0,3.0,2.0,1.0,2.0,4.0,3.0,4.0,3.0,1.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,5.0,3.0,5.0,5.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,-1.0,-4.0
443,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,-1.0,-4.0
444,5.0,4.0,4.0,5.0,2.0,1.0,2.0,4.0,4.0,1.0,5.0,5.0,5.0,5.0,2.0,4.0,3.0,1.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,3.0,2.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,-1.0,4.0
445,4.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0.0,2.0
447,5.0,5.0,4.0,3.0,3.0,4.0,2.0,4.0,5.0,1.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,0.0,2.0
448,3.0,2.0,4.0,4.0,1.0,5.0,5.0,4.0,5.0,1.0,3.0,5.0,5.0,4.0,2.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,5.0,2.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0
449,4.0,3.0,4.0,5.0,3.0,2.0,2.0,4.0,4.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,0.0,1.0
450,3.0,3.0,5.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,5.0,5.0,2.0,4.0,5.0,5.0,1.0,5.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0
452,3.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,-2.0,-4.0
454,4.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,1.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,-1.0,2.0
455,4.0,1.0,5.0,5.0,2.0,4.0,2.0,2.0,4.0,2.0,5.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,-2.0,2.0
456,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,-1.0,1.0
